id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0FFFQ6LTG,[],石亭路滨北小学东(湖滨中路地铁站1号口步行300米),福建省,厦门市,中餐,50100,0,[],Siming District,一品堂土楼小吃(石亭店),"118.092571,24.481703",0592-5123034;13850083105,118.092571,24.481703
B0FFGDI4BH,B0FFG1O3RE,湖滨北路新港广场南楼16号0103室(上海上海),福建省,厦门市,海鲜,50119,0,202,Siming District,勒威蚝吧,"118.080768,24.476302",0592-2201731,118.080768,24.476302
B0FFFQ5WEO,[],石亭路商业街(滨北小学旧校区东侧),福建省,厦门市,中餐,50100,0,[],Siming District,香村瓦罐煨汤馆(滨北店),"118.092776,24.481643",0592-3915575;15960809264,118.092776,24.481643
B0FFGNJ7WB,B0250036Y0,筼筜路1号-124(建业路地铁站2号口步行390米),福建省,厦门市,综合,50201,0,320,Siming District,the f bistro(西堤别墅店),"118.081459,24.475680",0592-2281102,118.081459,24.47568
B0FFF4ISAD,[],湖滨北路石亭农贸市场,福建省,厦门市,中餐,50100,0,[],Siming District,兴达科瓦罐煨汤馆(特贸店),"118.093670,24.480762",0592-6876890;13459016395;15359299580,118.09367,24.480762
B0FFHB6I2L,B0250036Y0,筼筜路1号西堤别墅119号,福建省,厦门市,日本菜,50200,0,320,Siming District,樱煮和食日本料理(厦门咖啡一条街店),"118.081715,24.474818",0592-2087114;0592-5090636,118.081715,24.474818
B025003ZFV,B0FFG1O3RE,湖滨北路16号新港广场南楼0106室,福建省,厦门市,上海菜,50107,0,202,Siming District,上海·上海(西堤店),"118.080405,24.476329",0592-5311195;18030068823;18650020997,118.080405,24.476329
B0GKVZ19R6,B0FFGYRDLU,湖滨北路16号新港广场0107室,福建省,厦门市,意式,50205,1,202,Siming District,Margherita玛格丽塔意大利餐厅(滨北店),"118.080337,24.476302",0592-5213837,118.080337,24.476302
B0I14A4WFD,[],白鹭洲东路与湖滨中路交叉口西南280米,福建省,厦门市,综合,50101,0,[],Siming District,舒友海鲜大酒楼,"118.096223,24.474667",[],118.096223,24.474667
B0HRK5A1ZP,B0250036Y0,筼筜路128号靠湖边(建业路地铁站2号口步行470米),福建省,厦门市,综合,50201,0,320,Siming District,丘岸Choan(西堤别墅店),"118.080239,24.476084",18059868289,118.080239,24.476084
B0FFKYNTO2,B0FFJMR9VC,七星路3号乐购1楼,福建省,厦门市,快餐,50302,0,201,Siming District,麦当劳(厦门七星西路餐厅),"118.095841,24.486000",0592-5061011;0592-5066822,118.095841,24.486
B0FFKYNTOM,B0FFJMR9VC,七星西路3号思明万象里广场F3,福建省,厦门市,中餐,50100,0,201,Siming District,大丰收鱼庄(厦门华润万象里店),"118.095630,24.486398",0592-5077627;13599530761,118.09563,24.486398
B02500Q9KO,[],建业路3号北侧二楼(建业路地铁站4号口步行370米),福建省,厦门市,中餐,050500|050100,1,[],Siming District,雅子和食餐厅(吉祥店),"118.083503,24.475347",0592-5073338,118.083503,24.475347
B0FFLFS8I3,B0250043LT,气象台路83-12,福建省,厦门市,广东菜,50103,1,302,Siming District,狐尾山农庄,"118.090752,24.485815",18850592168,118.090752,24.485815
B0FFFQ6NWF,[],厦门市滨北小学西门东北120米,福建省,厦门市,中餐,50118,0,[],Siming District,重庆好过瘾麻辣烫,"118.092765,24.481491",18205946610,118.092765,24.481491
B025003HYN,[],湖滨南路3号,福建省,厦门市,中餐,50118,0,[],Siming District,北方人独此一处饺子馆(豆仔尾路店),"118.086549,24.467944",0592-2202022;0592-2228939;13806000380,118.086549,24.467944
B0250048NT,B0GKM9X8IP,东渡路15号综合办公楼2层及大厅,福建省,厦门市,中餐,50101,0,202,Huli District,崇武人酒家,"118.076282,24.478061",0592-5672610;18030110360,118.076282,24.478061
B025003NUF,[],美湖路25号之7号,福建省,厦门市,中餐,50118,0,[],Siming District,吴再添小吃店,"118.089771,24.465908",0592-2057789;13666052830,118.089771,24.465908
B02500VIE7,[],东渡路国际邮轮中心2-3层,福建省,厦门市,海鲜,50119,0,[],Huli District,天天渔港旗舰店,"118.075377,24.483324",0592-2071788;0592-2075788;4006286038,118.075377,24.483324
B0FFK67XXE,B0250040KK,湖滨南路76号百脑汇厦门店F4,福建省,厦门市,中餐,50100,1,202,Siming District,王妃家年糕火锅炸鸡(百脑汇店),"118.090820,24.468149",18559220060;18750277352,118.09082,24.468149
B0FFFDJU42,[],后滨路12号1号楼一层(A-102)二层,福建省,厦门市,快餐,50301,0,[],Siming District,肯德基(后滨店),"118.097634,24.469956",0592-2215703;4009208801,118.097634,24.469956
B02500SFEC,[],同益路48号福佑戴斯大酒店4层,福建省,厦门市,日本菜,50202,0,[],Huli District,小林日本料理,"118.076480,24.478770",0592-2656476;0592-2658888,118.07648,24.47877
B0FFFE6OXD,[],斗西路170号广播电视大学1层,福建省,厦门市,湖南菜,50108,1,[],Siming District,老湘亲·品鉴湘菜(禾祥西店),"118.085894,24.464938",0592-2288100,118.085894,24.464938
B0FFG4JZWA,B0250041BK,湖滨西路海湾公园内109号,福建省,厦门市,海鲜,50119,0,302,Siming District,舒友海鲜姿造,"118.075166,24.471728",0592-2919999;0592-5033888,118.075166,24.471728
B02500SZ41,[],禾祥西路717号B室,福建省,厦门市,快餐,50305,1,[],Siming District,美味放题香港茶餐厅(禾祥西路店),"118.098598,24.469297",15859261539;16698088886;18259692406,118.098598,24.469297
B025002K49,[],湖滨南路24号(市工商局对面),福建省,厦门市,中餐,50100,0,[],Siming District,好食来大排档(美食航标店),"118.085317,24.466851",0592-2214625;13806085892,118.085317,24.466851
B0250019K1,B0250040PD,禾祥西路372号五州大厦1层,福建省,厦门市,快餐,50302,0,202,Siming District,麦当劳(五洲餐厅),"118.097928,24.468117",0592-2206880;0592-5803385;4008517517,118.097928,24.468117
B0FFHD8ZM1,B0250036Y0,筼筜路1号西堤别墅A型108单元之1号,福建省,厦门市,潮州菜,050123|080000,0,320,Siming District,醺Club·精细潮州菜,"118.080574,24.474508",0592-5116667,118.080574,24.474508
B0GUBCO5J8,[],后江埭路29-51号,福建省,厦门市,海鲜,50119,1,[],Siming District,一家海鲜.就是新鲜(后江埭店),"118.094337,24.466258",19959272513,118.094337,24.466258
B025001JW5,B025004061,后江埭路39-8号,福建省,厦门市,中餐,50100,0,320,Siming District,四里沙茶面(后江埭),"118.093592,24.466078",0592-2215081,118.093592,24.466078
B0GRGKM15H,B0250040MA,禾祥西路721号,福建省,厦门市,日本菜,50202,1,320,Siming District,豚珍とんかつ(汇禾新城店),"118.098579,24.469440",19906013235,118.098579,24.46944
B02500108C,[],禾祥西路267号之24号,福建省,厦门市,日本菜,50202,0,[],Siming District,松鹤岛自助料理(繁荣店),"118.093442,24.466929",0592-2205592;0592-2205593;13606050296,118.093442,24.466929
B0FFLBGZ2B,B0250043RS,禾祥西路755号,福建省,厦门市,综合风味,50201,1,320,Siming District,READ restaurant(国贸广场店),"118.098739,24.469305",18046311307,118.098739,24.469305
B0FFFOQ8T6,[],官任路与建兴路交叉口西北20米,福建省,厦门市,韩国菜,50203,0,[],Siming District,Kitchen An韩国料理,"118.087940,24.476576",[],118.08794,24.476576
B025002DGB,B025002PN9,禾祥西路231号,福建省,厦门市,海鲜,50119,0,320,Siming District,良峰海鲜酒楼(禾祥西路店),"118.090841,24.466842",0592-2223335;0592-2287676,118.090841,24.466842
B02500QHZ5,B025004MU8,湖滨中路98号源昌凯宾斯基大酒店3层,福建省,厦门市,综合,50101,0,312,Siming District,凯宾斯基悦福大酒楼,"118.100533,24.472283",0592-2351673;0592-2588888,118.100533,24.472283
B0FFLOWALS,B025003H30,东渡路牛头山公园127-22号,福建省,厦门市,海鲜,50119,0,302,Huli District,舒友海鲜姿造(牛头山公园店),"118.081820,24.493520",0592-5067888,118.08182,24.49352
B0FFM4Y4DX,B0FFITZBCE,湖滨东路307号2号楼1层02单元商铺,福建省,厦门市,快餐,50302,0,202,Siming District,麦当劳(宏泰中心店),"118.104186,24.486513",0592-2201899;13665078493,118.104186,24.486513
B0FFFS3TBE,B025002TZA,湖滨北路44号种子大厦2层,福建省,厦门市,中餐,50100,0,202,Siming District,苗颖竹荪鹅(湖滨北路),"118.086158,24.477887",[],118.086158,24.477887
B0G1ZM3CY9,B0250043RS,禾祥西路761号,福建省,厦门市,快餐,50300,0,320,Siming District,Paradiso窑烤披萨(禾祥西店),"118.098771,24.469107",0592-2198726,118.098771,24.469107
B0FFLQ11DM,[],湖滨南路88-101号,福建省,厦门市,海鲜,50119,1,[],Siming District,沏茶去私厨,"118.091633,24.468229",18459299845,118.091633,24.468229
B0FFF5VAPN,B025004061,后江埭路39号之11号,福建省,厦门市,四川菜,50102,0,320,Siming District,新兴川菜(后江埭路),"118.093509,24.466323",0592-2234835;18060982919,118.093509,24.466323
B02500SY1U,[],后江埭路29号3号楼之五店面,福建省,厦门市,四川菜,50102,1,[],Siming District,大肚子川菜,"118.094172,24.465631",18950095285,118.094172,24.465631
B0FFLIUDT6,[],后江埭路29号-52,福建省,厦门市,中餐,50100,1,[],Siming District,将军匙海鲜餐厅(后江埭总店),"118.094392,24.466140",0592-2101717;0592-2131717,118.094392,24.46614
B0250018NB,[],开元街道禾祥西路82号,福建省,厦门市,综合,50201,1,[],Siming District,豪客来(禾祥西路店),"118.088646,24.465205",0592-2222278,118.088646,24.465205
B0FFJND3HF,[],后江埭路29-69号,福建省,厦门市,海鲜,50119,0,[],Siming District,万利海鲜坊(老店),"118.094581,24.465146",0592-2224951;0592-2224973,118.094581,24.465146
B0GRVOVY5G,B025004BOB,"后滨路6-149号(后滨路和后滨东路交叉,民生银行旁)",福建省,厦门市,中餐,50100,0,320,Siming District,牡蛎小屋·生蚝体验馆(高峰会店),"118.098880,24.467432",18064472185;18650020611,118.09888,24.467432
B025003IO5,[],湖滨南路与豆仔尾路交叉口东南150米,福建省,厦门市,中餐,50100,0,[],Siming District,豆仔尾双宏小吃,"118.087205,24.466679",0592-2210075;13950002211,118.087205,24.466679
B0FFFDREWO,[],湖滨西路西堤海湾公园美食城内,福建省,厦门市,海鲜,50119,0,[],Siming District,荣誉海鲜酒楼(海湾店),"118.074434,24.470129",0592-2127979,118.074434,24.470129
B02500S81B,B025002KG6,故宫路128号宏华大厦1楼,福建省,厦门市,中餐,50118,0,202,Siming District,故宫128(宏华大厦店),"118.082764,24.465451",0592-2066128;0592-2228128,118.082764,24.465451
B0I2TMVBFD,[],远航路77号海上世界3楼L301铺,福建省,厦门市,韩国菜,50203,1,[],Huli District,明洞烤肉大牌档(海上世界店),"118.076202,24.488930",[],118.076202,24.48893
B0250040KF,[],禾祥西路美仁新村1号向美湖路74号(美仁新村1层),福建省,厦门市,中餐,50100,0,[],Siming District,豪享来(美湖店),"118.089256,24.465695",0592-2396618;13400655869,118.089256,24.465695
B0FFHIEYJ6,[],筼筜路新港广场南楼18-1A3,福建省,厦门市,韩国菜,50203,0,[],Siming District,鲜肉·小帅锅,"118.081131,24.477049",0592-5107861,118.081131,24.477049
B025004BDG,[],美仁新村底商138-161,福建省,厦门市,清真菜,50121,1,[],Siming District,厦门第一家拉面馆,"118.087639,24.466217",15659838627;15659838657,118.087639,24.466217
B025003HP7,[],后滨路49号(禾祥西麦当劳旁),福建省,厦门市,综合,50201,0,[],Siming District,豪享来(后滨店),"118.098040,24.467687",0592-2219573;13656038586,118.09804,24.467687
B0FFFQ6ZM4,B0FFF5AYAV,湖滨南路128-109店面,福建省,厦门市,快餐,50300,0,320,Siming District,东池便当(湖滨南路店),"118.095205,24.469561",0592-2220071;18858700081,118.095205,24.469561
B0FFHIGPQ8,B025002IAY,斗西路209号电控大厦1楼,福建省,厦门市,潮州菜,50123,0,202,Siming District,牛一潮汕牛肉店(斗西路店),"118.086008,24.463760",0592-5162828,118.086008,24.46376
B0FFK2NTFS,B025004A26,金桥路28-104号,福建省,厦门市,意式,50205,1,320,Siming District,尊宝比萨(金桥店),"118.102295,24.485118",0592-2065708;15359320307,118.102295,24.485118
B0H6RM6QF2,[],禾祥西路80-104(美仑皓晖酒店旁),福建省,厦门市,中餐,50100,0,[],Siming District,五姊妹海鲜(禾祥西店),"118.088555,24.465118",0592-2281112;18965828838,118.088555,24.465118
B0FFF4J63S,B02500409C,"故宫路90号(六中斜对面,建设大厦对面)",福建省,厦门市,海鲜,50119,0,320,Siming District,鹭景特色海鲜酒楼,"118.083871,24.461868",0592-2072077;0592-2207166;18950133122,118.083871,24.461868
B02500TQRY,B0250040MK,后滨路99-6-102号,福建省,厦门市,中餐,50100,0,320,Siming District,阁再来沙茶面冬粉鸭(后滨店),"118.097414,24.469741",0592-2391606;13600965953,118.097414,24.469741
B02500S60O,[],湖滨南路98号之7号,福建省,厦门市,中餐,50100,0,[],Siming District,五润中式早餐连锁,"118.093962,24.469235",13720895899,118.093962,24.469235
B025004CEC,[],白鹭洲66号维多利亚俱乐部2楼,福建省,厦门市,海鲜,50119,0,[],Siming District,天天渔港(白鹭洲店),"118.095644,24.474611",[],118.095644,24.474611
B0I2U5WYUP,[],中国(福建)自由贸易试验区厦门片区远航路77号-323室,福建省,厦门市,泰国菜,50206,1,[],Huli District,金象湾泰国餐厅(海上世界店),"118.076489,24.491895",0592-2399386,118.076489,24.491895
B0FFFS3TWA,[],禾祥西路204号(繁荣广场对面),福建省,厦门市,中餐,50100,0,[],Siming District,新泉庄(禾祥西路),"118.093377,24.466699",0592-6360006,118.093377,24.466699
B025003HKV,B0250040MP,后滨路77号(近广电网络),福建省,厦门市,中餐,50100,0,320,Siming District,天天多多乐牛排蛋包饭(后滨路店),"118.097550,24.469344",0592-2200068,118.09755,24.469344
B02500TRDL,B0250040G9,后江埭路182号之8号,福建省,厦门市,湖南菜,50108,0,320,Siming District,小斗湘菜(新嘉园店),"118.095100,24.468208",0592-2224772;16670340080,118.0951,24.468208
B0FFGQU714,[],嘉莲街道后江埭路29号2号楼一层,福建省,厦门市,海鲜,50119,0,[],Siming District,868味道海鲜(后江埭店),"118.093876,24.465238",0592-2230198,118.093876,24.465238
B025003ZKB,B02500QGAN,厦禾路628美仁广场F1,福建省,厦门市,快餐,50301,0,202,Siming District,肯德基(美仁宫餐厅),"118.092944,24.462716",0592-2020635;4009208801,118.092944,24.462716
B025003TAE,[],湖滨中路7号(文灶地铁站1号口步行160米),福建省,厦门市,中餐,50100,0,[],Siming District,小眼镜大排档(汇成总店),"118.103197,24.467228",0592-2054568,118.103197,24.467228
B0G1BN98WY,B025002S78,角滨路9-39号,福建省,厦门市,综合,50201,1,320,Siming District,茅姜·泰国私厨,"118.081816,24.462655",18030215689;18575720600,118.081816,24.462655
B0FFGZZ64I,B0FFG73EPZ,筼筜街道七星路51号枫和源酒店副楼,福建省,厦门市,潮州菜,050123|050103,0,202,Siming District,江记汕味食府(七星店),"118.098185,24.487337",0592-5758288,118.098185,24.487337
B02500QEKJ,B0250043TF,"新家园故宫东里88号,故宫路上乐活欧洲",福建省,厦门市,综合,050201|050500,0,320,Siming District,乐活欧洲(故宫创始店),"118.083298,24.463676",0592-2681251,118.083298,24.463676
B0FFG0XCQK,[],湖滨南路128号107店面非矿站(金雁酒店对面),福建省,厦门市,日本菜,50202,0,[],Siming District,食堂(非矿店),"118.095135,24.469542",0592-2289991;17850563835,118.095135,24.469542
B0FFHG0T21,[],美仁新村38-114号,福建省,厦门市,日本菜,50202,1,[],Siming District,一口星球寿司(美湖店),"118.088708,24.466792",18950085533,118.088708,24.466792
B0FFF4J63S,B02500409C,"故宫路90号(六中斜对面,建设大厦对面)",福建省,厦门市,海鲜,50119,0,320,Siming District,鹭景特色海鲜酒楼,"118.083871,24.461868",0592-2072077;0592-2207166;18950133122,118.083871,24.461868
B0G3V4D3CN,B0G0C9XXVA,美湖路25-10号,福建省,厦门市,中餐,50100,1,320,Siming District,雯记私房客家小馆(美仁新村北区店),"118.089379,24.465732",13524358001,118.089379,24.465732
B02500TQRY,B0250040MK,后滨路99-6-102号,福建省,厦门市,中餐,50100,0,320,Siming District,阁再来沙茶面冬粉鸭(后滨店),"118.097414,24.469741",0592-2391606;13600965953,118.097414,24.469741
B02500S60O,[],湖滨南路98号之7号,福建省,厦门市,中餐,50100,0,[],Siming District,五润中式早餐连锁,"118.093962,24.469235",13720895899,118.093962,24.469235
B0FFF3OC36,B02500Q8R3,禾祥西路206号-8号108室(比哥鸡排旁),福建省,厦门市,中餐,50100,0,202,Siming District,大目鸭肉小吃店(禾祥西路店),"118.093616,24.466485",0592-2230900,118.093616,24.466485
B025004CEC,[],白鹭洲66号维多利亚俱乐部2楼,福建省,厦门市,海鲜,50119,0,[],Siming District,天天渔港(白鹭洲店),"118.095644,24.474611",[],118.095644,24.474611
B0I2U5WYUP,[],中国(福建)自由贸易试验区厦门片区远航路77号-323室,福建省,厦门市,泰国菜,50206,1,[],Huli District,金象湾泰国餐厅(海上世界店),"118.076489,24.491895",0592-2399386,118.076489,24.491895
B0FFF4JYHC,[],后江埭29号时代雅居停车场旁,福建省,厦门市,中餐,50100,0,[],Siming District,城记美味,"118.094452,24.466215",0592-2205821,118.094452,24.466215
B0FFFS3TWA,[],禾祥西路204号(繁荣广场对面),福建省,厦门市,中餐,50100,0,[],Siming District,新泉庄(禾祥西路),"118.093377,24.466699",0592-6360006,118.093377,24.466699
B025003HKV,B0250040MP,后滨路77号(近广电网络),福建省,厦门市,中餐,50100,0,320,Siming District,天天多多乐牛排蛋包饭(后滨路店),"118.097550,24.469344",0592-2200068,118.09755,24.469344
B02500TRDL,B0250040G9,后江埭路182号之8号,福建省,厦门市,湖南菜,50108,0,320,Siming District,小斗湘菜(新嘉园店),"118.095100,24.468208",0592-2224772;16670340080,118.0951,24.468208
B0FFGQU714,[],嘉莲街道后江埭路29号2号楼一层,福建省,厦门市,海鲜,50119,0,[],Siming District,868味道海鲜(后江埭店),"118.093876,24.465238",0592-2230198,118.093876,24.465238
B025003ZKB,B02500QGAN,厦禾路628美仁广场F1,福建省,厦门市,快餐,50301,0,202,Siming District,肯德基(美仁宫餐厅),"118.092944,24.462716",0592-2020635;4009208801,118.092944,24.462716
B025003TAE,[],湖滨中路7号(文灶地铁站1号口步行160米),福建省,厦门市,中餐,50100,0,[],Siming District,小眼镜大排档(汇成总店),"118.103197,24.467228",0592-2054568,118.103197,24.467228
B0G1BN98WY,B025002S78,角滨路9-39号,福建省,厦门市,综合,50201,1,320,Siming District,茅姜·泰国私厨,"118.081816,24.462655",18030215689;18575720600,118.081816,24.462655
B0FFGZZ64I,B0FFG73EPZ,筼筜街道七星路51号枫和源酒店副楼,福建省,厦门市,广东菜,050123|050103,0,202,Siming District,江记汕味食府(七星店),"118.098185,24.487337",0592-5758288,118.098185,24.487337
B02500QEKJ,B0250043TF,"新家园故宫东里88号,故宫路上乐活欧洲",福建省,厦门市,综合,050201|050500,0,320,Siming District,乐活欧洲(故宫创始店),"118.083298,24.463676",0592-2681251,118.083298,24.463676
B0FFG0XCQK,[],湖滨南路128号107店面非矿站(金雁酒店对面),福建省,厦门市,日本菜,50202,0,[],Siming District,食堂(非矿店),"118.095135,24.469542",0592-2289991;17850563835,118.095135,24.469542
B0FFHG0T21,[],美仁新村38-114号,福建省,厦门市,日本菜,50202,1,[],Siming District,一口星球寿司(美湖店),"118.088708,24.466792",18950085533,118.088708,24.466792
B0H1Y5W2K5,B025004BOB,后滨路6-155号,福建省,厦门市,日本菜,50202,1,320,Siming District,鮨辰(高峰会店),"118.099165,24.467393",13338469198,118.099165,24.467393
B025001AMH,B0250040MP,后滨路81号,福建省,厦门市,四川菜,50102,0,320,Siming District,雅园川菜(后滨路),"118.097525,24.469426",0592-2205989;13799751900,118.097525,24.469426
B0I235VA2V,B0ID3AJJ9A,Huli District自由贸易试验区厦门片区远航路77号海上世界购物中心4楼,福建省,厦门市,日本菜,50202,1,202,Huli District,花潮料理艺食馆(海上世界店),"118.076573,24.489115",[],118.076573,24.489115
B025001DN0,B0FFGJZSBC,开元街道禾祥西路192号104室,福建省,厦门市,广东菜(粤菜),50103,0,320,Siming District,正宗广式煲仔饭(禾西店),"118.091029,24.465967",0592-2215993;18250859880,118.091029,24.465967
B0IUHAM8CY,[],后埭溪路22-1号201室,福建省,厦门市,中餐,50100,0,[],Siming District,李掌勺湖南家宴.湘菜,"118.105110,24.470729",18150103629,118.10511,24.470729
B0GUTCJ4ZI,[],仙岳路218号之八,福建省,厦门市,综合,50201,1,[],Siming District,小鱼号酸菜鱼(七星大厦店),"118.096941,24.488723",19524203508,118.096941,24.488723
B0GRXA8EN0,B02500T4ZA,仙岳路276号中侨大厦1楼105号,福建省,厦门市,广东菜,50103,1,202,Siming District,闽龙渔闽粤私房菜(中侨大厦店),"118.099741,24.489086",13358398555,118.099741,24.489086
B0FFF5WIF0,[],天湖路20号,福建省,厦门市,清真菜,50121,0,[],Siming District,清真西北拉面(天湖路店),"118.088096,24.469329",18064414202,118.088096,24.469329
B0FFGJ05LI,B0250040MA,后滨路10号之5二楼,福建省,厦门市,中餐,50100,0,320,Siming District,香光家园素食(汇禾新城店),"118.098058,24.468766",0592-2391285;13959257682,118.098058,24.468766
B0FFF4J5EG,B025002IAY,斗西路209号一楼,福建省,厦门市,中餐,50100,0,202,Siming District,502花生汤番鸭面线(斗西路),"118.086067,24.463698",0592-5111073,118.086067,24.463698
B02500S916,B025003ZV6,禾祥西二路95号华侨海景城店面95号之10铺(近禾祥西二路),福建省,厦门市,日本菜,50202,0,320,Siming District,勝居酒屋,"118.078346,24.463375",0592-2210017,118.078346,24.463375
B0FFGIDZDG,B025004BOB,后滨路6号128单元,福建省,厦门市,海鲜,50119,0,320,Siming District,爱浪生蚝吧(新景禾祥高峰会店),"118.098630,24.466425",18030140685,118.09863,24.466425
B02500QQW3,B0250041T3,美湖路124号(美仁新村底层),福建省,厦门市,中餐,50100,0,320,Siming District,陈记小吃(厦门Siming District),"118.089373,24.466674",0592-2210286;0592-2220621;13799738877,118.089373,24.466674
B0G2F51NMP,[],湖滨中路7号(文灶地铁站1号口步行120米),福建省,厦门市,日本菜,50202,1,[],Siming District,菊佳日本料理,"118.103420,24.467508",0592-5885150;0592-5889190;15960838583,118.10342,24.467508
B025003Z51,B025003RFU,湖滨西路10号东方时代广场1-2楼,福建省,厦门市,快餐,50302,0,202,Siming District,麦当劳(湖滨西餐厅),"118.079418,24.461641",0592-2288181;4008517517,118.079418,24.461641
B0FFG64OUH,[],后河路56号,福建省,厦门市,中餐,50119,0,[],Siming District,百家福大排档,"118.090240,24.462289",0592-2039318;18950150092,118.09024,24.462289
B02500SXH2,B02500409C,厦禾路371号(故宫路与厦禾路交叉口),福建省,厦门市,中餐,50100,0,320,Siming District,四里沙茶面(故宫店),"118.084065,24.461360",0592-2390972,118.084065,24.46136
B0FFFQ5WLE,B025003ZEP,禾祥西路8号之一百零四,福建省,厦门市,中餐,50100,0,320,Siming District,宋氏肥肠粉(禾祥西路),"118.080267,24.462843",15396237322;18965111282,118.080267,24.462843
B025004LG8,[],禾祥西后滨路47号,福建省,厦门市,中餐,50100,0,[],Siming District,福兴记胡椒猪肚鸡(禾祥旗舰店),"118.098037,24.467591",0592-3931511;0592-5536866;13666071336,118.098037,24.467591
