id,parent,address,pname,cityname,type,typecode,shopinfo,childtype,adname,name,location,tel,lng,lat
B0250049D5,B02500TPRY,湖滨中路100号之一,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,301,思明区,白鹭洲公园东公园筼筜书院,"118.097466,24.478599",[],118.097466,24.478599
B0I625G64W,[],和平码头鹭江道3-115号,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],思明区,波赛东海上会客厅,"118.076853,24.450190",[],118.076853,24.450190
B0250043H5,B02500SJOY,云顶岩路1号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,301,思明区,云顶岩寺,"118.148537,24.463869",0592-2081038,118.148537,24.463869
B0FFFS32T3,[],同集中路1666号古龙工业园内(近潘涂),福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],同安区,古龙酱文化园(暂停开放),"118.142169,24.647071",0592-7392190;0592-7392173,118.142169,24.647071
B0HGV5QFCB,[],瑞诚电脑城西侧280米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],翔安区,翔安湿地公园,"118.208756,24.642730",[],118.208756,24.642730
B0I12S7YQQ,[],湖明路95-2号对面,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],思明区,埭头石塔,"118.117051,24.479677",[],118.117051,24.479677
B025002CA2,B0FFJAXMBV,嘉庚路149号,福建省,厦门市,风景名胜;风景名胜;纪念馆,110204,2,601,集美区,陈嘉庚先生故居,"118.102132,24.567937",0592-6681022;0592-6685986,118.102132,24.567937
B0250046I9,[],白鹿路5号之1号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],思明区,白鹿洞寺,"118.089945,24.450020",0592-2131499,118.089945,24.450020
B0250043P3,[],石峰岩路88号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],海沧区,石峰岩寺,"118.018964,24.506070",[],118.018964,24.506070
B0FFFQ1D7V,[],轮山路99号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],同安区,梵天寺,"118.158763,24.739726",0592-7225879,118.158763,24.739726
B0FFH7K6FL,B025004CUF,五缘湾湿地公园内(西侧),福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,301,湖里区,五缘湾天鹅湖,"118.176764,24.516860",[],118.176764,24.516860
B0I15ATWPW,[],磨心山步道顶,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],思明区,磨心亭,"118.156979,24.465743",[],118.156979,24.465743
B02500401B,B025003YN2,三明路26号,福建省,厦门市,风景名胜;风景名胜;纪念馆,110204,2,301,思明区,美国领事馆旧址,"118.068884,24.449428",[],118.068884,24.449428
B025003XDE,B025003YN2,田尾路27号,福建省,厦门市,风景名胜;风景名胜;海滩,110208,2,301,思明区,厦门市鼓浪屿风景名胜区-港仔后沙滩,"118.068443,24.439708",[],118.068443,24.439708
B0FFF077D3,B025003YN2,鼓新路57号,福建省,厦门市,风景名胜;风景名胜;纪念馆,110204,2,301,思明区,汇丰银行公馆旧址,"118.067153,24.448594",[],118.067153,24.448594
B0FFF2NOGI,[],霞阳西路229号,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],海沧区,霞阳市民公园,"118.020531,24.532791",[],118.020531,24.532791
B0FFH3XBVK,[],乐天路与侨英路交叉口东200米,福建省,厦门市,风景名胜;公园广场;公园|风景名胜;风景名胜;风景名胜,110101|110200,2,[],集美区,中央公园,"118.118242,24.599958",[],118.118242,24.599958
B0FFLKHPM6,[],灌口镇田头村大岭古道,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],集美区,安泰宫,"117.944103,24.642981",[],117.944103,24.642981
B0FFGXHTOM,[],蔡岭路,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],思明区,厦门国际友好公园,"118.186457,24.472803",[],118.186457,24.472803
B02500UNLM,[],翔安隧道西50米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],翔安区,翔安扬帆公园,"118.218574,24.550621",[],118.218574,24.550621
B0FFLD3KJZ,[],天马路759号,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,天马山郊野公园,"118.106086,24.615446",[],118.106086,24.615446
B0FFMALCW3,B025004OAI,海沧大道与滨湖东路交叉口处海沧湾公园,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,301,海沧区,市民广场,"118.049858,24.484687",[],118.049858,24.484687
B0250043R8,[],大嶝岛东南端,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],翔安区,英雄三岛战地观光园,"118.329688,24.542758",0592-7092800;0592-7095201,118.329688,24.542758
B0FFI2MQYF,[],禾山街道金尚路1042号,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],湖里区,虎头山公园,"118.152678,24.505751",[],118.152678,24.505751
B0FFLN9NG1,B0IGMH5CF3,翔二路闽南古镇,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,202,湖里区,闽南古镇文化广场,"118.109313,24.522913",[],118.109313,24.522913
B0250043OZ,[],莲前西路447号之3号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],思明区,普光寺,"118.139157,24.477776",0592-5199652;0592-5987170,118.139157,24.477776
B0FFG0FRGR,[],前场村前场34号附近正东方向80米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,前场社区公园,"118.013024,24.584471",[],118.013024,24.584471
B0GUK5FG90,[],官任路建兴小区(建业路地铁站4号口步行450米),福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],思明区,官任社区文化广场,"118.086961,24.476116",[],118.086961,24.476116
B0FFLD7C5C,[],大屏山南路与海沧大道交叉口西北约60米,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],海沧区,龙山宫,"118.061159,24.496256",[],118.061159,24.496256
B0FFKJBVJW,[],书院路与马巷街交叉口东120米,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],翔安区,马巷公园,"118.251901,24.663455",[],118.251901,24.663455
B025003ZRT,[],虎溪岩路5号,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],思明区,虎溪禅寺,"118.091659,24.449809",0592-2021732;0592-2121799,118.091659,24.449809
B0250043IM,[],文园路103号(中山公园地铁站4号口步行340米),福建省,厦门市,风景名胜;风景名胜;红色景区,110210,2,[],思明区,厦门烈士陵园,"118.093604,24.454869",[],118.093604,24.454869
B0FFGYKK59,[],新店镇的翔安大道和祥福路交叉口东北侧,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],翔安区,翔安祥福儿童公园,"118.240409,24.620964",[],118.240409,24.620964
B025004C42,[],环岛南路与龙虎山路交汇处,福建省,厦门市,风景名胜;公园广场;公园广场,110100,2,[],思明区,厦门书法广场(龙虎山路),"118.118929,24.427656",[],118.118929,24.427656
B0FFH19ZH8,[],林后路与岐山北路交叉口西北40米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],湖里区,埭辽公园,"118.140082,24.529357",[],118.140082,24.529357
B0FFMAED6M,[],杏滨街道光明路12号来奇偏光有限公司山后张广场,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],集美区,山后张广场,"118.024582,24.560156",[],118.024582,24.560156
B0HDZ525HR,[],前埔西路与文兴西路交叉口东北100米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],思明区,斑鸠山公园,"118.165530,24.471982",[],118.165530,24.471982
B0250043J5,B0250043J7,环岛路假日海岸休闲娱乐景区,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,301,思明区,玩月坡,"118.154169,24.437018",[],118.154169,24.437018
B0FFF057X7,[],诚毅大街1号(官任地铁站5A口步行290米),福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,集美市民公园,"118.059176,24.597103",[],118.059176,24.597103
B0IGZR0IRV,[],新阳大道与霞光路交叉口东北360米,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],海沧区,马銮湾生态三岛公园,"118.026305,24.538935",[],118.026305,24.538935
B0FFH2B6CA,B025003LPS,乐海路辅路与乐天路交叉口西北120米,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,202,集美区,市民广场,"118.106844,24.587552",[],118.106844,24.587552
B0FFFRO738,B025003YN2,鼓浪屿景区,福建省,厦门市,风景名胜;公园广场;公园,110101,2,301,思明区,街心公园(龙头路),"118.070841,24.444493",[],118.070841,24.444493
B0FFGWQ2ED,[],内厝镇黄厝村八一路855号,福建省,厦门市,风景名胜;公园广场;动物园,110102,2,[],翔安区,中非世野野生动物园,"118.336348,24.631401",0592-6895999,118.336348,24.631401
B0FFLDL0CU,[],浔江路,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],集美区,集美大桥桥头公园,"118.111076,24.583371",[],118.111076,24.583371
B0HG05YNHA,B02500SJOY,Y021(观音山路),福建省,厦门市,风景名胜;公园广场;公园,110101,2,301,思明区,郑成功东坪弈棋主题公园,"118.136620,24.451910",0592-5880607,118.136620,24.451910
B0FFL0P9RZ,[],鹭江海滨大厦西(中山路步行街),福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],思明区,侨批文化广场,"118.074930,24.453050",[],118.074930,24.453050
B0FFM3X32R,[],渐美中路与健美北路交叉口东南280米,福建省,厦门市,风景名胜;风景名胜;寺庙道观,110205,2,[],海沧区,许氏宗祠,"118.024602,24.479955",[],118.024602,24.479955
B0FFFX45Q2,[],杏林前场市尾村,福建省,厦门市,风景名胜;公园广场;城市广场,110105,2,[],集美区,杏美文化广场,"118.024382,24.576420",[],118.024382,24.576420
B0I1B50J1S,[],新街146号,福建省,厦门市,风景名胜;公园广场;公园,110101,2,[],海沧区,狮头山公园,"117.978844,24.460640",[],117.978844,24.460640
B0FFLIPSID,[],第一农场山边洪村123-2号,福建省,厦门市,风景名胜;风景名胜;风景名胜,110200,2,[],海沧区,雷公山葡萄园旅游区,"117.957939,24.516267",0592-6316679;13666033679;13950012200,117.957939,24.516267
